,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
192,Dodger Point,Olympic Peninsula,27.0,roundtrip,4983.0,5753.0,3.25,4,47.9609124,-123.5743783,2020-09-28,16,https://www.wta.org/go-hiking/hikes/dodger-point
193,Deception Creek,Central Cascades,11.0,roundtrip,1200.0,3150.0,3.8,20,47.71205,-121.193633333,2021-04-20,213,https://www.wta.org/go-hiking/hikes/deception-creek
194,Devil's Ridge,North Cascades,18.8,one-way,3100.0,7000.0,2.4,5,48.8395794894,-120.737424271,2019-07-11,30,https://www.wta.org/go-hiking/hikes/devils-ridge
195,Deception Falls National Recreation Area,Central Cascades,0.5,roundtrip,50.0,,3.57,14,47.7146,-121.193433333,2021-04-11,93,https://www.wta.org/go-hiking/hikes/deception-falls-nra
196,Crater Lakes,North Cascades,8.6,roundtrip,2220.0,6980.0,3.77,13,48.220383,-120.26785,2020-10-11,55,https://www.wta.org/go-hiking/hikes/crater-lakes
197,Crater Lake,Central Cascades,2.0,roundtrip,550.0,3500.0,3.83,6,47.6995957927,-121.533508301,2019-08-01,24,https://www.wta.org/go-hiking/hikes/crater-lake
198,Crowell Ridge,Eastern Washington,8.4,roundtrip,2700.0,6880.0,3.67,6,48.878267,-117.24485,2020-08-22,8,https://www.wta.org/go-hiking/hikes/crowell-ridge
199,Crooked Creek,Eastern Washington,17.0,one-way,3800.0,5700.0,3.0,4,46.1537600859,-117.651139314,2021-03-25,19,https://www.wta.org/go-hiking/hikes/crooked-creek
200,Crystal Peak,Mount Rainier Area,8.0,roundtrip,3100.0,6595.0,4.04,27,46.9227333333,-121.533616667,2020-11-08,230,https://www.wta.org/go-hiking/hikes/crystal-peaks
201,Cutthroat Lake,North Cascades,3.8,roundtrip,400.0,4900.0,3.89,18,48.5562989921,-120.654743537,2020-11-08,140,https://www.wta.org/go-hiking/hikes/cutthroat-lake
202,Cowiche Canyon,Central Washington,6.0,roundtrip,100.0,1500.0,3.57,14,46.6298801,-120.662945,2021-04-21,292,https://www.wta.org/go-hiking/hikes/cowiche-canyon
204,Columbia Plateau Trail - Amber Lake,Eastern Washington,15.0,roundtrip,200.0,2300.0,2.25,4,47.3511886,-117.7106383,2015-04-13,3,https://www.wta.org/go-hiking/hikes/columbia-plateau-amber-lake
205,Copper Creek,Central Cascades,4.2,roundtrip,2300.0,5600.0,3.5,4,48.1988344414,-120.773252249,2018-10-17,5,https://www.wta.org/go-hiking/hikes/copper-creek
206,Cooney Lake,North Cascades,17.6,roundtrip,2850.0,7260.0,2.8,5,48.2217722327,-120.266867431,2020-10-04,55,https://www.wta.org/go-hiking/hikes/cooney-lake
207,Chewuch River Trail,North Cascades,37.4,roundtrip,3300.0,6900.0,3.5,4,48.826262,-120.019466,2020-08-09,41,https://www.wta.org/go-hiking/hikes/chewuch
209,Cascade Rock,Olympic Peninsula,4.5,roundtrip,1800.0,1825.0,3.5,6,48.027467,-123.58825,2021-01-09,10,https://www.wta.org/go-hiking/hikes/cascade-rock
210,Carne Mountain,Central Cascades,7.3,roundtrip,3600.0,7085.0,4.12,17,48.0829166667,-120.834966667,2020-10-24,143,https://www.wta.org/go-hiking/hikes/carne-mountain
211,Chatter Creek,Central Cascades,11.0,roundtrip,3800.0,6400.0,4.0,4,47.6098,-120.892,2020-09-27,147,https://www.wta.org/go-hiking/hikes/chatter-creek
212,Carbon River to Ipsut Falls,Mount Rainier Area,10.8,roundtrip,,,3.5,8,46.9949015508,-121.912277482,2021-03-31,256,https://www.wta.org/go-hiking/hikes/carbon-river
213,Cedar Falls,North Cascades,3.5,roundtrip,500.0,3500.0,3.0,8,48.5791666667,-120.478683333,2021-04-17,81,https://www.wta.org/go-hiking/hikes/cedar-creek
214,Chamna Natural Preserve,Central Washington,3.8,roundtrip,30.0,350.0,3.25,8,46.2577130496,-119.286515862,2020-12-22,9,https://www.wta.org/go-hiking/hikes/chamna-natural-preserve
215,Cat Basin Primitive,Olympic Peninsula,5.0,one-way,1500.0,5500.0,2.75,4,47.9560190744,-123.837890625,2020-07-24,12,https://www.wta.org/go-hiking/hikes/cat-basin-primitive
219,Columbia River Waterfront Renaissance Trail,Southwest Washington,,,,,0.0,0,45.6245730134,-122.663083076,2020-08-14,4,https://www.wta.org/go-hiking/hikes/columbia-river-waterfront-renaissance-trail
221,Sahale Peak,North Cascades,,,,,0.0,0,48.4820250173,-121.080408096,2020-08-01,27,https://www.wta.org/go-hiking/hikes/sahale-peak
222,Mount Leona,Eastern Washington,6.0,roundtrip,1500.0,6474.0,0.0,0,48.765367,-118.487967,2017-07-02,3,https://www.wta.org/go-hiking/hikes/mount-leona
225,Twin Lakes and Mount Pickett,Puget Sound and Islands,7.6,roundtrip,915.0,1749.0,0.0,0,48.655033,-122.818833,2020-03-15,10,https://www.wta.org/go-hiking/hikes/mount-pickett
226,Fortune Peak via Esmeralda Basin (Esmerelda),Snoqualmie Region,,,,,0.0,0,47.4291889,-120.9377177,2020-10-08,25,https://www.wta.org/go-hiking/hikes/fortune-peak-via-esmeralda-basin-esmerelda-1394
229,Cabinet Peak,North Cascades,,,,,0.0,0,48.6386743425,-120.851265639,2016-05-07,2,https://www.wta.org/go-hiking/hikes/cabinet-peak
232,Moss Lake Loop,Mount Rainier Area,0.75,roundtrip,,2400.0,0.0,0,47.0351251,-121.5613549,2021-03-22,11,https://www.wta.org/go-hiking/hikes/moss-lake-loop
233,Blowdown Mountain Road,Snoqualmie Region,,,,,1.67,3,47.530689993,-121.692735908,2021-03-12,34,https://www.wta.org/go-hiking/hikes/blowdown-mountain-road
234,Kangaroo Temple,North Cascades,,,,,2.0,1,48.5143301177,-120.642499924,2018-06-02,5,https://www.wta.org/go-hiking/hikes/kangaroo-temple
241,Grindstone Mountain,Central Cascades,,,,,0.0,0,47.6070021379,-120.884542465,2020-09-15,20,https://www.wta.org/go-hiking/hikes/grindstone-mountain
242,English Boom,Puget Sound and Islands,,,,,0.0,0,48.262399,-122.438787,2021-01-16,7,https://www.wta.org/go-hiking/hikes/english-boom
244,Lake Wilderness Park,Issaquah Alps,,,,,2.0,1,47.379870622,-122.040252686,2021-02-20,6,https://www.wta.org/go-hiking/hikes/lake-wilderness-park
245,Wenatchee River Road,Central Cascades,,,,,0.0,0,47.6875021302,-120.734879494,2020-05-23,3,https://www.wta.org/go-hiking/hikes/wenatchee-river-road
246,Hat Rock-Yellow Jacket Pass,South Cascades,5.5,roundtrip,1200.0,5200.0,3.0,4,46.4323,-121.7626,2019-07-07,4,https://www.wta.org/go-hiking/hikes/yellow-jacket
248,Wobbly Creek,South Cascades,,,,,2.4,5,46.4392764631,-121.602859497,2019-06-14,2,https://www.wta.org/go-hiking/hikes/wobbly-creek
252,Windy Pass - Mount Catherine Snowshoe,Snoqualmie Region,9.0,roundtrip,2300.0,5052.0,2.67,3,47.3961128,-121.4025239,2021-03-29,35,https://www.wta.org/go-hiking/hikes/windy-pass-mount-catherine-snowshoe
257,Whatcom Pass,North Cascades,,,,,2.8,5,48.8750128681,-121.361726224,2020-08-26,18,https://www.wta.org/go-hiking/hikes/whatcom-pass
259,White River Snowshoe,Mount Rainier Area,4.0,roundtrip,400.0,3200.0,2.5,2,46.9021,-121.6437,2021-03-24,15,https://www.wta.org/go-hiking/hikes/white-river-snowshoe
261,Whistling Pig Meadow,Central Cascades,11.4,roundtrip,1300.0,5650.0,1.75,4,47.844,-120.602533333,2016-07-06,3,https://www.wta.org/go-hiking/hikes/whistling-pig-meadow
263,Wenatchee Ridge Snowshoe (Lake Wenatchee Area),Central Cascades,11.0,roundtrip,2000.0,4000.0,3.0,2,47.8507855,-120.9339069,2021-03-10,13,https://www.wta.org/go-hiking/hikes/wenatchee-ridge-snowshoe
264,Whiskey Bend to Low Divide,Olympic Peninsula,,,,,2.5,6,47.964333992,-123.584426902,2020-08-21,23,https://www.wta.org/go-hiking/hikes/whiskey-bend-to-low-divide
266,Willaby Creek,Olympic Peninsula,,,,,3.4,5,47.4670312,-123.8454552,2017-06-19,5,https://www.wta.org/go-hiking/hikes/willaby-creek
271,Upper Big Creek,South Cascades,,,,,3.75,4,46.73604,-121.970311,2020-05-20,10,https://www.wta.org/go-hiking/hikes/upper-big-creek
274,Upper Icicle Creek,Central Cascades,10.0,roundtrip,400.0,3200.0,3.25,4,47.6124666667,-120.949916667,2020-08-23,67,https://www.wta.org/go-hiking/hikes/upper-icicle-creek
276,Franklin Falls,Snoqualmie Region,2.0,roundtrip,400.0,2600.0,4.11,99,47.4131077959,-121.44276917,2021-03-29,1122,https://www.wta.org/go-hiking/hikes/franklin-falls
277,Green Mountain - Davis Trail,Olympic Peninsula,4.0,roundtrip,120.0,800.0,0.0,0,47.5517885662,-122.826697826,2021-04-16,4,https://www.wta.org/go-hiking/hikes/green-mountain-davis-trail-1
278,Spokane Gulch,North Cascades,5.0,roundtrip,1100.0,3100.0,5.0,1,48.5971882771,-120.400348752,2021-04-23,25,https://www.wta.org/go-hiking/hikes/spokane-gulch
279,Ollalie Creek Camp,Mount Rainier Area,5.6,roundtrip,1600.0,3940.0,2.67,3,46.7562166667,-121.56275,2020-08-09,11,https://www.wta.org/go-hiking/hikes/ollalie-creek-camp
280,Faraway Rock,Mount Rainier Area,1.3,roundtrip,300.0,5220.0,2.5,4,46.7688666667,-121.724033333,2020-08-08,17,https://www.wta.org/go-hiking/hikes/faraway-rock
281,Carbon River Rain Forest Nature Trail,Mount Rainier Area,0.6,roundtrip,20.0,1780.0,3.4,5,46.994935,-121.916906,2020-09-09,17,https://www.wta.org/go-hiking/hikes/carbon-river-rain-forest-nature-trail
282,Lakeridge Park,Puget Sound and Islands,1.0,roundtrip,144.0,220.0,3.5,2,47.5085939616,-122.248236919,2020-11-08,10,https://www.wta.org/go-hiking/hikes/lakeridge-park-dead-horse-canyon
283,Northern State Ghost Town,North Cascades,5.0,roundtrip,50.0,182.0,4.0,12,48.525500298,-122.194557991,2021-04-17,111,https://www.wta.org/go-hiking/hikes/northern-state-ghost-town
284,Mount St. Helens - Monitor Ridge,South Cascades,10.0,roundtrip,4500.0,8365.0,4.45,38,46.1460954,-122.1834833,2020-11-02,483,https://www.wta.org/go-hiking/hikes/mount-st-helens-monitor-ridge
285,Earth Sanctuary,Puget Sound and Islands,2.0,roundtrip,50.0,164.0,0.0,0,48.01081,-122.49428,2021-02-08,3,https://www.wta.org/go-hiking/hikes/earth-sanctuary
286,Honey Dew Creek,Puget Sound and Islands,2.0,roundtrip,150.0,,3.67,3,47.5155178056,-122.184327842,2021-03-07,8,https://www.wta.org/go-hiking/hikes/honey-dew-creek
287,South Kitsap Regional Park,Puget Sound and Islands,,,,,0.0,0,47.522146,-122.614276,2021-03-27,3,https://www.wta.org/go-hiking/hikes/south-kitsap-regional-park
288,Lost Lake,Central Cascades,6.0,roundtrip,512.0,962.0,0.0,0,47.949847,-121.888791,2021-04-12,6,https://www.wta.org/go-hiking/hikes/lost-lake-3
289,Latourell Falls,Southwest Washington,3.0,roundtrip,540.0,600.0,3.0,5,45.538717,-122.2177,2021-01-04,15,https://www.wta.org/go-hiking/hikes/latourell-falls
290,Mount Rose,Olympic Peninsula,6.4,roundtrip,3500.0,4301.0,3.73,30,47.4955666667,-123.267583333,2021-04-18,418,https://www.wta.org/go-hiking/hikes/mount-rose
291,Cable Line Trail,Issaquah Alps,3.0,roundtrip,2022.0,2522.0,3.77,22,47.5296042492,-121.984376907,2021-04-23,345,https://www.wta.org/go-hiking/hikes/cable-line-trail
292,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands,2.5,roundtrip,425.0,425.0,3.69,32,47.8558333333,-122.317516667,2021-03-16,217,https://www.wta.org/go-hiking/hikes/lunds-gulch-meadowdale-county-park
293,Fort Ebey State Park,Puget Sound and Islands,4.0,roundtrip,520.0,570.0,4.22,9,48.2225568947,-122.763977051,2021-01-30,70,https://www.wta.org/go-hiking/hikes/fort-ebey-state-park
294,Old Robe Canyon,North Cascades,2.4,roundtrip,350.0,1050.0,3.5,38,48.110067484,-121.855802536,2021-04-18,299,https://www.wta.org/go-hiking/hikes/old-robe-canyon
296,Prince Creek,Central Cascades,,,,,3.75,4,48.1451878686,-120.494895279,2020-06-27,11,https://www.wta.org/go-hiking/hikes/prince-creek
297,Fort Spokane,Eastern Washington,,,,,0.0,0,47.9046033,-118.3091542,2017-08-27,2,https://www.wta.org/go-hiking/hikes/fort-spokane
298,Backbone Ridge,South Cascades,6.6,roundtrip,1750.0,2900.0,2.5,6,46.6642261233,-121.600338221,2018-08-01,9,https://www.wta.org/go-hiking/hikes/backbone-ridge
299,Middle Fork Connector Trail,Snoqualmie Region,0.5,one-way,40.0,1150.0,0.0,0,47.548450292598176,-121.53687715530396,2021-04-13,26,https://www.wta.org/go-hiking/hikes/middle-fork-connector-trail
300,Dash Point State Park,Puget Sound and Islands,19.0,trails,,,3.5,10,47.3182697855,-122.407380753,2021-04-08,99,https://www.wta.org/go-hiking/hikes/dash-point-state-park
301,Otto Preserve,Puget Sound and Islands,2.0,trails,150.0,250.0,2.0,1,48.698083,-122.674533,2021-01-15,9,https://www.wta.org/go-hiking/hikes/otto-preserve
302,Deadfall,Olympic Peninsula,7.6,roundtrip,2240.0,4273.0,3.1,10,47.8926333333,-122.984816667,2021-01-15,46,https://www.wta.org/go-hiking/hikes/deadfall
303,South Tiger Mountain Loop,Issaquah Alps,8.6,roundtrip,1550.0,2028.0,2.8,5,47.4432431429,-121.976222992,2021-03-15,65,https://www.wta.org/go-hiking/hikes/south-tiger-mountain-loop
304,Twin Falls,Snoqualmie Region,2.6,roundtrip,500.0,1000.0,4.14,201,47.442340473437085,-121.68534278869627,2021-04-22,1101,https://www.wta.org/go-hiking/hikes/twin-falls-state-park
305,Amabilis Mountain Snowshoe,Snoqualmie Region,9.5,roundtrip,2100.0,4570.0,3.25,4,47.2964913139,-121.288890839,2021-04-13,143,https://www.wta.org/go-hiking/hikes/amabilis-mountain-snowshoe
306,Cora Lake,Mount Rainier Area,6.0,roundtrip,400.0,3800.0,4.11,9,46.6779,-121.8946,2020-12-30,52,https://www.wta.org/go-hiking/hikes/cora-lake
307,Lower Wildcat Lake,Snoqualmie Region,,,,,3.0,3,47.4453,-121.4235,2020-08-14,29,https://www.wta.org/go-hiking/hikes/lower-wildcat-lake
308,Jumpoff Joe Lookout,Central Washington,10.0,roundtrip,2531.0,5749.0,4.0,5,46.6216190739,-121.062469482,2020-11-14,10,https://www.wta.org/go-hiking/hikes/jumpoff-joe-lookout
309,Pine Creek,South Cascades,2.5,roundtrip,170.0,3130.0,4.2,5,46.1547456799,-122.103338242,2020-06-29,3,https://www.wta.org/go-hiking/hikes/jackpine-shelter
310,Hall - Grassy Divide,Eastern Washington,5.1,one-way,,,0.0,0,48.7970266186,-117.132024765,2017-07-01,1,https://www.wta.org/go-hiking/hikes/hall-grassy-divide
311,Lost Lake,South Cascades,16.2,roundtrip,2400.0,5200.0,0.0,0,46.601678,-121.511248,2020-10-30,29,https://www.wta.org/go-hiking/hikes/lost-lake-78
312,Margaret Lake,Snoqualmie Region,6.0,roundtrip,1500.0,5100.0,3.34,32,47.364183,-121.358167,2021-04-01,297,https://www.wta.org/go-hiking/hikes/margaret-lake
313,Escondido Lake,Snoqualmie Region,,,,,2.25,4,47.487,-121.2014,2020-08-24,12,https://www.wta.org/go-hiking/hikes/escondido-lake
314,Domerie Divide Trail,Snoqualmie Region,,,,,3.33,3,47.2653630407,-121.164004505,2020-08-29,65,https://www.wta.org/go-hiking/hikes/1308.2
315,Mission Peak,Central Washington,4.0,roundtrip,840.0,6876.0,3.5,2,47.2974656532,-120.443029236,2020-09-20,12,https://www.wta.org/go-hiking/hikes/mission-peak
316,West Fork Foss River and Lakes,Central Cascades,14.6,roundtrip,3300.0,4900.0,4.21,42,47.6348833333,-121.303566667,2021-04-19,533,https://www.wta.org/go-hiking/hikes/west-fork-foss-river-and-lakes
317,Lodge Lake,Snoqualmie Region,3.0,roundtrip,500.0,3500.0,3.55,22,47.427333,-121.420433,2021-03-31,240,https://www.wta.org/go-hiking/hikes/lodge-lake
318,Hawley Cove Park,Puget Sound and Islands,0.25,one-way,,,3.0,2,47.628387258,-122.50256896,2020-11-13,2,https://www.wta.org/go-hiking/hikes/hawley-cove-park
319,Lake Sammamish State Park,Puget Sound and Islands,1.5,trails,,,2.0,1,47.5590023437,-122.062717426,2021-04-11,12,https://www.wta.org/go-hiking/hikes/lake-sammamish-state-park
320,Glacier Lake,South Cascades,6.0,roundtrip,1634.0,2905.0,2.67,12,46.54565,-121.62215,2020-11-02,44,https://www.wta.org/go-hiking/hikes/glacier-lake
321,Baker Hot Springs,North Cascades,,,,,4.17,6,48.8464316,-121.6924453,2021-03-27,27,https://www.wta.org/go-hiking/hikes/baker-hot-springs
322,Pearrygin Creek,North Cascades,7.4,roundtrip,2060.0,6644.0,3.0,3,48.530861,-120.080701,2019-07-05,2,https://www.wta.org/go-hiking/hikes/pearrygin-creek
323,Foggy Dew Ridge,North Cascades,12.0,roundtrip,3040.0,7340.0,0.0,0,48.179364958157066,-120.25334358215332,2020-10-04,5,https://www.wta.org/go-hiking/hikes/foggy-dew-ridge
324,Weowna Park,Puget Sound and Islands,3.5,roundtrip,600.0,320.0,4.6,5,47.60354440516357,-122.11232900619508,2021-03-24,54,https://www.wta.org/go-hiking/hikes/weona-park-bellevue
325,Turtleback Mountain Preserve: Turtlehead Summit,Puget Sound and Islands,5.7,roundtrip,1295.0,1025.0,5.0,2,48.66721485333346,-122.94707536697388,2021-03-28,22,https://www.wta.org/go-hiking/hikes/turtleback-mountain-preserve-turtlehead-summit
326,Rock Mountain via Snowy Creek,Central Cascades,9.0,roundtrip,3600.0,,4.43,7,47.80796669072684,-120.99689483642577,2020-10-03,119,https://www.wta.org/go-hiking/hikes/rock-mountain-via-snowy-creek
327,Poe Mountain via Little Wenatchee Trailhead,Central Cascades,6.0,roundtrip,3000.0,6015.0,0.0,0,47.91718333661826,-121.08754277229308,2020-08-08,38,https://www.wta.org/go-hiking/hikes/poe-mountain-via-little-wenatchee-campground
328,Nason Ridge Snowshoe,Central Cascades,3.6,roundtrip,750.0,2720.0,3.0,1,47.79548496236464,-120.71599245071413,2021-03-10,22,https://www.wta.org/go-hiking/hikes/nason-ridge-snowshoe
329,Mirror and Cottonwood Lakes,Snoqualmie Region,2.2,roundtrip,870.0,4200.0,4.21,24,47.346020018662216,-121.42441749572752,2021-04-15,318,https://www.wta.org/go-hiking/hikes/mirror-lake-and-cottonwood-lakes
330,Crescent Lake,Central Cascades,12.0,roundtrip,3732.0,5489.0,2.67,3,47.79099455417949,-120.8850574493408,2020-07-17,3,https://www.wta.org/go-hiking/hikes/crescent-lake
331,Council Bluff,South Cascades,3.2,roundtrip,950.0,5180.0,2.83,6,46.26299021390041,-121.63185954093936,2020-07-27,17,https://www.wta.org/go-hiking/hikes/council-bluff
332,Cedar Flats Nature Trail,Southwest Washington,1.1,roundtrip,67.0,1380.0,2.5,4,46.11195973175013,-122.01844364404676,2020-07-19,7,https://www.wta.org/go-hiking/hikes/cedar-flat
333,Cedar Butte,Snoqualmie Region,3.5,roundtrip,900.0,1880.0,3.33,49,47.432510960272026,-121.7663025856018,2021-04-18,476,https://www.wta.org/go-hiking/hikes/cedar-butte
334,Shoreview and Boeing Creek Parks,Puget Sound and Islands,1.9,trails,280.0,440.0,3.0,4,47.75228744873445,-122.3661196231842,2021-01-10,26,https://www.wta.org/go-hiking/hikes/boeing-creek-park
335,Iron Bear - Teanaway Ridge,Central Cascades,6.5,roundtrip,1900.0,5489.0,4.06,34,47.35572394710773,-120.71762323379517,2021-04-22,452,https://www.wta.org/go-hiking/hikes/iron-bear
336,Wing Lake,North Cascades,,,,,3.0,4,48.5162,-120.7354,2020-10-31,61,https://www.wta.org/go-hiking/hikes/wing-lake
337,Wallaby Peak,North Cascades,6.0,roundtrip,2900.0,7995.0,0.0,0,48.526877,-120.6505831,2020-08-14,5,https://www.wta.org/go-hiking/hikes/wallaby-peak-7995
338,Washington Pass Overlook,North Cascades,0.25,roundtrip,61.0,5581.0,3.5,10,48.52453804,-120.65813385,2020-10-17,57,https://www.wta.org/go-hiking/hikes/washington-pass-overlook
339,Fourth of July Pass via Panther Creek,North Cascades,11.5,roundtrip,2000.0,3500.0,3.0,4,48.7060293151,-120.973205566,2020-11-29,41,https://www.wta.org/go-hiking/hikes/fourth-of-july-pass-via-panther-creek
340,Cascade Pass and Sahale Arm,North Cascades,12.0,roundtrip,4000.0,7570.0,4.43,63,48.4754592445,-121.075002037,2020-10-22,455,https://www.wta.org/go-hiking/hikes/sahale-arm
341,Cascade Pass,North Cascades,7.0,roundtrip,1800.0,5392.0,4.12,32,48.4754449693,-121.075056419,2020-11-21,262,https://www.wta.org/go-hiking/hikes/cascade-pass
342,Kloshe Nanitch,Olympic Peninsula,6.4,roundtrip,2200.0,3160.0,3.67,9,48.068539,-124.1083,2021-04-14,46,https://www.wta.org/go-hiking/hikes/kloshe-nanitch
343,Heybrook Lookout,Central Cascades,2.6,roundtrip,850.0,1700.0,3.63,68,47.8083666667,-121.5352,2021-04-18,702,https://www.wta.org/go-hiking/hikes/heybrook-lookout
344,Goldmyer Hot Springs,Snoqualmie Region,24.0,roundtrip,,,4.0,9,47.5001019533,-121.446695924,2021-04-11,126,https://www.wta.org/go-hiking/hikes/goldmyer-hot-springs
345,Cedar Falls Snowshoe,North Cascades,9.6,roundtrip,1350.0,3570.0,4.5,4,48.5803562,-120.48204,2021-04-17,9,https://www.wta.org/go-hiking/hikes/cedar-falls-snowshoe
346,Evergreen Arboretum and Gardens,Puget Sound and Islands,,,,,3.0,1,48.0149392772,-122.203934491,2021-01-17,21,https://www.wta.org/go-hiking/hikes/everett-arboretum-grand-ave-park-evcc-legion-park
347,Yakima Area Arboretum and Botanical Garden,Central Washington,,,,,0.0,0,46.587904115,-120.473520756,2021-03-31,4,https://www.wta.org/go-hiking/hikes/yakima-area-arboretum-and-botanical-garden
348,Irene Rinehart Riverfront Park,Central Washington,2.2,trails,,1500.0,0.0,0,46.9784516658,-120.567317605,2021-03-28,9,https://www.wta.org/go-hiking/hikes/irene-rinehart-riverfront-park
349,Rhododendron Species Botanical Garden,Puget Sound and Islands,,,,,0.0,0,47.295792,-122.301062,2020-02-22,1,https://www.wta.org/go-hiking/hikes/pacific-bonsai-museum-and-rhododendron-species-botanical-garden
350,Bob Heirman Wildlife Preserve,Puget Sound and Islands,3.0,roundtrip,82.0,92.0,2.0,6,47.8615214121,-122.093224526,2021-03-25,31,https://www.wta.org/go-hiking/hikes/bob-hierman-preserve
351,Titlow Park,Puget Sound and Islands,2.0,trails,,,3.0,1,47.247787,-122.549911,2020-07-11,4,https://www.wta.org/go-hiking/hikes/titlow-park
352,Saint Edward State Park,Puget Sound and Islands,3.0,roundtrip,400.0,400.0,3.9,31,47.7328581471,-122.258262634,2021-04-24,183,https://www.wta.org/go-hiking/hikes/north-trail-saint-edward-state-park
353,Buck Creek Falls Loop,South Cascades,3.0,one-way,770.0,1090.0,0.0,0,45.8172343,-121.5428706,2019-11-11,1,https://www.wta.org/go-hiking/hikes/buck-creek-falls-loop
354,Umtanum Creek Canyon,Central Washington,6.5,roundtrip,500.0,1800.0,3.61,28,46.855401998,-120.483301936,2021-03-21,330,https://www.wta.org/go-hiking/hikes/umtanum-creek-canyon
355,Woodard Bay Conservation Area,Olympic Peninsula,3.5,trails,,,3.27,11,47.1268525411,-122.853779001,2021-03-26,42,https://www.wta.org/go-hiking/hikes/woodard-bay-conservation-area
