,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
32,,sawtooth mountain trail  107,,Indian Heaven Wilderness,,2 miles,-572 ft,308 ft,0
33,,pct   fr 23 to killen creek 2000h,,Mount Adams Wilderness,,15 miles,"-1,025 ft","3,110 ft",0
34,,highline trail  114,,Mount Adams Wilderness,,8 miles,"-2,349 ft","1,586 ft",0
35,,angry mountain trail  90,,Goat Rock Wilderness,,8 miles,-621 ft,"4,044 ft",0
36,,jordan creek trail  94,,Goat Rock Wilderness,,5 miles,"-2,844 ft",490 ft,0
37,,pct   chinook pass to fs 7080 2000i,,Crystal Mountain,,24 miles,"-3,959 ft","3,384 ft",0
38,,goat lake trail,,410 / Mount Rainier North,,1 mile,-404 ft,238 ft,0
39,,pct   rainy pass to canada 2000l,,Pasayten Wilderness Area,,60 miles,"-10,855 ft","10,233 ft",0
40,,chain lakes trail  1569,,Alpine Lakes Wilderness,,7 miles,"-3,342 ft","1,432 ft",0
41,,national forest development road 312,,Index,,676 ft,,8 ft,0
42,,national forest development road 310,,Index,,1 mile,-389 ft,31 ft,0
43,,erinswood trail,,Index,,"2,349 ft",-24 ft,41 ft,0
44,,national forest development road 2551,,Dark Divide,,7 miles,-317 ft,689 ft,0
45,,2559 101,,Dark Divide,,"4,357 ft",-6 ft,150 ft,0
46,,2559 100,,Dark Divide,,1 mile,-10 ft,401 ft,0
47,,national forest development road 2559,,Dark Divide,,4 miles,-284 ft,254 ft,0
48,,national forest development road 5505,,Dark Divide,,3 miles,-23 ft,899 ft,0
49,,national forest development road 2304,,Dark Divide,,5 miles,"-1,132 ft",155 ft,0
50,,national forest development road 042,,Dark Divide,,1 mile,-569 ft,,0
51,,national forest development road 2505,,Dark Divide,,6 miles,,"2,276 ft",0
52,,national forest development road 2329 117,,Dark Divide,,1 mile,-143 ft,,0
53,,national forest development road 5600 059,,Dark Divide,,2 miles,,604 ft,0
54,,abandoned boot path,,Dark Divide,,1 mile,-576 ft,103 ft,0
55,,7700 202,,Dark Divide,,2 miles,-417 ft,112 ft,0
56,,7708 022,,Dark Divide,,2 miles,-567 ft,40 ft,0
57,,national forest development road 7708,,Dark Divide,,3 miles,-291 ft,257 ft,0
58,,iron creek oldgrowth trail,,Dark Divide,,"1,736 ft",-7 ft,21 ft,0
59,,iron creek campground loop,,Dark Divide,,1 mile,-45 ft,46 ft,0
60,,north fork oak creek road,,Yakima,,4 miles,-13 ft,"1,787 ft",0
61,,4w672 bethel,,Yakima,,1 mile,-707 ft,21 ft,0
62,,4w653 bethel oak,,Yakima,,4 miles,-777 ft,549 ft,0
63,,national forest development road 160,,Yakima,,1 mile,-90 ft,181 ft,0
64,,national forest development road 1501,,Yakima,,5 miles,-854 ft,50 ft,0
65,,national forest development road 114,,Yakima,,3 miles,"-1,208 ft",,0
66,,national forest development road 1601,,Yakima,,7 miles,"-1,825 ft",699 ft,0
67,,national forest development road 233,,Yakima,,5 miles,"-1,582 ft",379 ft,0
68,,national forest development road 1611,,Yakima,,6 miles,"-1,975 ft",22 ft,0
69,,national forest development road 220,,Yakima,,1 mile,-899 ft,,0
70,,aurora ridge trail,,Olympic National Park,,16 miles,"-3,250 ft","6,842 ft",0
71,,happy lake ridge trail,,Olympic National Park,,9 miles,"-5,089 ft","2,483 ft",0
72,,north fork soleduck primitive trail,,Olympic National Park,,10 miles,"-1,439 ft","4,349 ft",0
73,,west fork humptulips  806,,Olympic National Forest,,8 miles,"-2,538 ft",7 ft,0
74,,lower west humptulips trail  806,,Olympic National Forest,,7 miles,-243 ft,51 ft,0
75,,wynoochee lake shore trail  east   878,,Olympic National Forest,,7 miles,-394 ft,302 ft,0
76,,wynoochee lake shore trail  nw   878,,Olympic National Forest,,1 mile,-44 ft,83 ft,0
77,,mrytle lake,,Snohomish County,,"1,175 ft",,32 ft,0
78,,mount higgins,,Snohomish County,,3 miles,"-3,213 ft",59 ft,0
79,,augspurger trail  4407,,Carson,,3 miles,-483 ft,"1,931 ft",0
80,,tin can,,Carson,,2 miles,-112 ft,883 ft,0
81,,bernhardt mine trail  367,,Conconully,,2 miles,"-1,621 ft",,0
82,,south twentymile,,Okanogan County,,6 miles,-978 ft,"1,381 ft",0
83,,pearrygin creek trail  526,,Okanogan County,,6 miles,"-1,927 ft",751 ft,0
84,,south fork trail  946,,Okanogan County,,4 miles,-945 ft,,0
85,,ice caves loop,,Gotchen Creek,,"2,766 ft",-24 ft,,0
86,,ice caves loop,,Gotchen Creek,,1 mile,-161 ft,,0
87,,duncan creek,,North Bonneville,,1 mile,,"1,056 ft",0
88,,nellie corser trail,,North Bonneville,,"1,716 ft",-143 ft,4 ft,0
89,,duncan creek falls,,North Bonneville,,"1,414 ft",,191 ft,0
90,,upper hardy alternate,,Beacon Rock State Park,,"3,468 ft",-99 ft,84 ft,0
91,,high water trail,,Rooster Rock State Park,,1 mile,-51 ft,14 ft,0
92,,bluff trail,,Rooster Rock State Park,,"2,766 ft",-27 ft,20 ft,0
93,,lagoon trail,,Rooster Rock State Park,,"2,457 ft",-3 ft,2 ft,0
94,,sand island trail,,Rooster Rock State Park,,"5,144 ft",-2 ft,9 ft,0
95,,lone wolf,,Danville Georgetown Open Space,,"4,459 ft",-128 ft,67 ft,0
96,,ridge loop,,Danville Georgetown Open Space,,"3,766 ft",-191 ft,12 ft,0
97,,putnam loop,,Danville Georgetown Open Space,,2 miles,-74 ft,118 ft,0
98,,old indian,,Danville Georgetown Open Space,,"3,924 ft",-25 ft,65 ft,0
99,,connector,,Danville Georgetown Open Space,,95 ft,-4 ft,,0
0,,hobart grade,,Tiger Mountain State Forest,,"2,087 ft",-172 ft,139 ft,0
1,,pct   walupt lake to white pass 2000h,,Goat Rock Wilderness,,29 miles,"-6,410 ft","5,842 ft",0
2,,coyote trail  79,,Goat Rock Wilderness,,7 miles,"-2,369 ft",917 ft,0
3,,coyote wall,,Syncline Ridge,,3 miles,"-1,571 ft",37 ft,0
4,,ar connector p,,Syncline Ridge,,"1,079 ft",,109 ft,0
5,,crowell ridge  north   515,,Hall-Grassy Divide,,4 miles,-498 ft,"1,470 ft",0
6,,north fork sullivan creek  507,,Salmo-Priest Wilderness,,5 miles,"-3,219 ft",225 ft,0
7,,red bluff  553,,Salmo-Priest Wilderness,,5 miles,"-1,363 ft",549 ft,0
8,,clackamas mountain  302,,Republic,,8 miles,"-1,818 ft","1,866 ft",0
9,,chopaka mountain trail,,Loomis Natural Resources Conservation Area,,3 miles,-595 ft,57 ft,0
10,,goodenough trail,,Loomis Natural Resources Conservation Area,,2 miles,"-1,149 ft",9 ft,0
11,,long draw trail  340,,Pasayten Wilderness Area,,4 miles,-572 ft,574 ft,0
12,,boundary trail  533,,Pasayten Wilderness Area,,14 miles,"-1,488 ft","1,689 ft",0
13,,boundary trail  533,,Pasayten Wilderness Area,,11 miles,"-2,476 ft","2,323 ft",0
14,,boundary trail  533,,Pasayten Wilderness Area,,13 miles,"-1,730 ft","4,589 ft",0
15,,boundary trail  533,,Pasayten Wilderness Area,,15 miles,"-4,471 ft","2,884 ft",0
16,,happy panther trail,,Ross Lake National Recreation Area,,5 miles,-960 ft,851 ft,0
17,,big beaver trail,,North Cascades National Park,,15 miles,"-2,323 ft","1,504 ft",0
18,,brush creek trail,,North Cascades National Park,,5 miles,-149 ft,"2,419 ft",0
19,,south fork nooksack  602,,Mount Baker Wilderness,,4 miles,-279 ft,46 ft,0
20,,gray wolf trail  upper   834 2,,Buckhorn Wilderness,,4 miles,"-1,309 ft",646 ft,0
21,,hayden pass trail,,Olympic National Park,,10 miles,"-4,542 ft","1,908 ft",0
22,,lillian river trail,,Olympic National Park,,2 miles,-741 ft,498 ft,0
23,,long ridge trail,,Olympic National Park,,10 miles,-60 ft,"4,920 ft",0
24,,elwha river trail,,Olympic National Park,,10 miles,"-2,338 ft",487 ft,0
25,,grand pass peak trail,,Olympic National Park,,"1,155 ft",,273 ft,0
26,,south coast beach travelway,,Olympic National Park | Pacific Coast,,2 miles,-81 ft,98 ft,0
27,,cub peak way trail,,Olympic National Park,,"2,047 ft",-646 ft,,0
28,,upper dungeness trail  833 2,,Buckhorn Wilderness,,5 miles,"-3,009 ft",4 ft,0
29,,rattlesnake ledge alternative entry,,Rattlesnake Mountain Scenic Area,,"1,060 ft",-7 ft,,0
30,,hike from 103 1 road,,Olallie State Park,,"1,112 ft",-8 ft,3 ft,0
31,,three corner rock trail south,,Stevenson,,8 miles,-803 ft,"3,329 ft",0
32,,big creek campground trail  827,,Olympic National Park,,1 mile,-94 ft,76 ft,0
33,,elwha snowfinger route,,Olympic National Park,,2 miles,"-2,175 ft",21 ft,0
34,,humes glacier route,,Olympic National Park,,1 mile,"-1,035 ft",330 ft,0
35,,happy hollow trail,,Olympic National Park,,2 miles,,312 ft,0
36,,martins park primitive trail,,Olympic National Park,,2 miles,-176 ft,"1,172 ft",0
37,,rangers  pass trail,,Olympic National Park,,2 miles,-629 ft,"1,490 ft",0
38,,graves creek primitive trail,,Olympic National Park,,6 miles,-228 ft,"2,240 ft",0
39,,jefferson pass trail  800,,Olympic National Park,,"4,774 ft",,720 ft,0
40,,o neil pass trail,,Olympic National Park,,11 miles,"-2,415 ft","3,021 ft",0
41,,lacrosse pass trail,,Olympic National Park,,6 miles,"-2,887 ft","1,938 ft",0
42,,main fork dosewallips river trail,,Olympic National Park,,11 miles,-365 ft,"2,948 ft",0
43,,skyline trail,,Olympic National Park,,21 miles,"-6,321 ft","5,976 ft",0
44,,pct   stevens pass to rainy pass 2000k,,Central Cascades,,122 miles,"-23,935 ft","24,731 ft",0
45,,bogachiel peak trail,,Olympic National Park,,135 ft,,6 ft,0
46,,cedar lake primitive trail,,Olympic National Park,,2 miles,-63 ft,"1,446 ft",0
47,,tyler peak way trail,,Buckhorn Wilderness,,3 miles,"-3,198 ft",82 ft,0
48,,boulder ridge way trail,,Buckhorn Wilderness,,"3,763 ft",-171 ft,345 ft,0
49,,bogachiel river trail  825,,Olympic National Park,,22 miles,-743 ft,"4,419 ft",0
50,,black and white lakes primitive trail,,Olympic National Park,,2 miles,,"2,850 ft",0
51,,ranger hole trail,,Olympic National Forest,,"4,094 ft",-193 ft,29 ft,0
52,,ridge trail,,Steamboat Rock State Park,,2 miles,,530 ft,0
53,,northrup side trail,,Steamboat Rock State Park,,"2,034 ft",-36 ft,48 ft,0
54,,lake trail,,Steamboat Rock State Park,,"4,390 ft",-99 ft,81 ft,0
55,,connector,,Steamboat Rock State Park,,"2,073 ft",-38 ft,69 ft,0
56,,castle ridge trail,,Mt. St. Helens National Volcanic Monument,,2 miles,-543 ft,165 ft,0
57,,ape cave underground passage,,Mt. St. Helens National Volcanic Monument,,"2,982 ft",-118 ft,,0
58,,goat marsh trail,,Mt. St. Helens National Volcanic Monument,,1 mile,-66 ft,149 ft,0
59,,pot hole trail,,William O. Douglas Wilderness,,"5,121 ft",,180 ft,0
60,,trail,,Trapper Creek Wilderness,,"3,576 ft",-10 ft,539 ft,0
61,,observation bypass,,Trapper Creek Wilderness,,2 miles,-458 ft,403 ft,0
62,,sister rock view point trail,,Trapper Creek Wilderness,,"2,661 ft",-11 ft,90 ft,0
63,,willaby creek  860,,Olympic National Forest,,1 mile,-8 ft,114 ft,0
64,,gatton creek  888,,Olympic National Forest,,"2,740 ft",,151 ft,0
65,,fisher creek trail,,North Cascades National Park,,10 miles,"-3,635 ft",102 ft,0
66,,milk creek trail  790,,Glacier Peak Wilderness,,6 miles,"-1,710 ft",122 ft,0
67,,devore creek trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,10 miles,"-5,345 ft","1,253 ft",0
68,,company creek trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,13 miles,"-1,612 ft","5,566 ft",0
69,,domke lake trail,,Lucerne,,2 miles,-81 ft,"1,128 ft",0
70,,emerald park trail,,Glacier Peak Wilderness,,12 miles,"-2,670 ft","4,522 ft",0
71,,mount david trail  1521,,Glacier Peak Wilderness,,7 miles,-187 ft,"5,287 ft",0
72,,white river falls trail,,Glacier Peak Wilderness,,344 ft,-33 ft,,0
73,,poe mountain trail,,Henry M. Jackson Wilderness,,2 miles,,"2,982 ft",0
74,,cady creek  1501,,Henry M. Jackson Wilderness,,5 miles,-193 ft,"1,429 ft",0
75,,north blue mountain way trail,,Olympic National Park,,"1,096 ft",-125 ft,11 ft,0
76,,south coast beach travelway  third beach ,,Olympic National Park | Pacific Coast,,"4,882 ft",-45 ft,24 ft,0
77,,north coast beach travelway  ozette river to will pt  ,,Olympic National Park | Pacific Coast,,4 miles,-395 ft,570 ft,0
78,,north coast beach travelway  shi shi beach ,,Olympic National Park | Pacific Coast,,3 miles,-331 ft,343 ft,0
79,,south pass trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,1 mile,-69 ft,361 ft,0
80,,dee dee lakes bootpath,,Lake Chelan National Rec. Area (North Cascades N.P.),,"3,258 ft",-64 ft,57 ft,0
81,,goode ridge trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,5 miles,,"4,575 ft",0
82,,mcgregor trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,6 miles,,"5,911 ft",0
83,,cave ridge trail,,Alpine Lakes Wilderness,,"3,212 ft",-7 ft,633 ft,0
84,,mount sawyer trail,,Alpine Lakes Wilderness,,"3,832 ft",,703 ft,0
85,,necklace valley trail,,Alpine Lakes Wilderness,,9 miles,"-4,374 ft",138 ft,0
86,,evans lake trail,,Alpine Lakes Wilderness,,932 ft,,26 ft,0
87,,gunn peak trail,,Wild Sky Wilderness - Eagle Rock Unit,,3 miles,-190 ft,"4,098 ft",0
88,,barlow point trail,,Mt. Baker-Snoqualmie National Forest,,"4,662 ft",-784 ft,17 ft,0
89,,glacier basin trail,,Mt. Baker-Snoqualmie National Forest,,2 miles,"-1,481 ft",,0
90,,old poodle dog pass trail  abandoned ,,Mt. Baker-Snoqualmie National Forest,,1 mile,-889 ft,,0
91,,boulder lake trail,,Morning Star NRCA,,5 miles,"-2,190 ft",49 ft,0
92,,mount ballard,,Methow Valley,,4 miles,,"3,505 ft",0
93,,chelan summit  1261,,Lake Chelan Sawtooth Wilderness,,16 miles,"-4,299 ft","4,421 ft",0
94,,boulder creek trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,10 miles,-392 ft,"4,894 ft",0
95,,north fork fish creek trail,,Lake Chelan Sawtooth Wilderness,,3 miles,,"1,982 ft",0
96,,fish creek trail,,Lake Chelan Sawtooth Wilderness,,4 miles,-20 ft,"2,167 ft",0
97,,round lake trail,,Lake Chelan Sawtooth Wilderness,,1 mile,-45 ft,640 ft,0
98,,round lake access trail,,Lake Chelan Sawtooth Wilderness,,"1,959 ft",-77 ft,3 ft,0
99,,oval peak trail,,Lake Chelan Sawtooth Wilderness,,9 miles,"-3,025 ft","4,991 ft",0
0,,fish creek pass,,Lake Chelan Sawtooth Wilderness,,"3,675 ft",-586 ft,,0
1,,rainbow ridge bootpath,,Lake Chelan National Rec. Area (North Cascades N.P.),,2 miles,-133 ft,"1,218 ft",0
2,,glacier creek trail  1573,,Alpine Lakes Wilderness,,2 miles,-38 ft,518 ft,0
3,,kennedy ridge trail,,Glacier Peak Wilderness,,1 mile,-14 ft,899 ft,0
4,,white chuck river trail,,Glacier Peak Wilderness,,5 miles,-951 ft,43 ft,0
5,,boulder lake trail,,Glacier Peak Wilderness,,3 miles,-7 ft,"1,916 ft",0
6,,keenes trail,,Dark Divide,,"2,290 ft",-48 ft,,0
7,,killen connector 113a,,Dark Divide,,2 miles,-50 ft,270 ft,0
8,,bird lake trail,,Mount Adams Recreation Area,,1 mile,,594 ft,0
9,,bluff lake trail,,Mount Adams Recreation Area,,1 mile,-52 ft,487 ft,0
10,,trail of the flowers,,Mount Adams Recreation Area,,"4,833 ft",-231 ft,185 ft,0
11,,observation trail  132,,Trapper Creek Wilderness,,7 miles,"-3,002 ft",730 ft,0
12,,soda peaks lake  133,,Trapper Creek Wilderness,,5 miles,-836 ft,"3,059 ft",0
13,,soda peaks lake  133,,Trapper Creek Wilderness,,"2,297 ft",,54 ft,0
14,,connector,,Battle Ground Lake State Park,,"1,214 ft",,,0
15,,access trail,,Florence Robison Park North,,610 ft,-2 ft,,0
16,,florence loop,,Florence Robison Park North,,"1,604 ft",,,0
17,,connector,,Florence Robison Park North,,210 ft,,,0
18,,connector,,Florence Robison Park North,,400 ft,,,0
19,,connector,,Florence Robison Park North,,121 ft,,,0
20,,jack creek trail  1558,,Alpine Lakes Wilderness,,11 miles,"-3,634 ft",50 ft,0
21,,icicle ridge  west   1570,,Alpine Lakes Wilderness,,11 miles,"-4,809 ft","3,905 ft",0
22,,icicle ridge  middle   1570,,Alpine Lakes Wilderness,,6 miles,"-2,400 ft","2,192 ft",0
23,,leland creek trail,,Alpine Lakes Wilderness,,5 miles,-12 ft,"1,271 ft",0
24,,french creek trail,,Alpine Lakes Wilderness,,11 miles,-57 ft,"3,226 ft",0
25,,pacific crest trail   snoqualmie pass to stevens pass 2000k,,Alpine Lakes Wilderness,,69 miles,"-13,908 ft","14,976 ft",0
26,,klonaqua lake trail,,Alpine Lakes Wilderness,,2 miles,-37 ft,"1,452 ft",0
27,,old bootpath,,Alpine Lakes Wilderness,,"5,269 ft",-10 ft,917 ft,0
28,,trail creek trail,,Alpine Lakes Wilderness,,5 miles,,"1,708 ft",0
29,,lake michael trail,,Alpine Lakes Wilderness,,4 miles,"-1,518 ft",521 ft,0
30,,jack ridge trail  1557,,Alpine Lakes Wilderness,,4 miles,"-1,120 ft","2,124 ft",0
31,,snowall   cradle lake trail,,Alpine Lakes Wilderness,,8 miles,"-2,333 ft","3,036 ft",0
32,,meadow creek trail,,Alpine Lakes Wilderness,,5 miles,"-1,621 ft",450 ft,0
33,,cascade creek trail,,Alpine Lakes Wilderness,,2 miles,,"2,336 ft",0
34,,north scatter creek  1328 1,,Alpine Lakes Wilderness,,3 miles,-32 ft,"2,917 ft",0
35,,escondido lake trail,,Alpine Lakes Wilderness,,1 mile,-16 ft,432 ft,0
36,,chiwaukum creek trail,,Alpine Lakes Wilderness,,13 miles,"-4,995 ft",70 ft,0
37,,icicle ridge trail,,Alpine Lakes Wilderness,,"3,678 ft",,761 ft,0
38,,cloudy passtrail  1256,,Glacier Peak Wilderness,,10 miles,-824 ft,"3,427 ft",0
39,,cloudy peak trail,,Glacier Peak Wilderness,,1 mile,,"1,377 ft",0
40,,lily basin horse trail 86a,,Goat Rock Wilderness,,"1,709 ft",,20 ft,0
41,,clear fork trail  61,,Goat Rock Wilderness,,9 miles,-381 ft,"1,510 ft",0
42,,round mountain trail  1140,,Goat Rock Wilderness,,5 miles,-954 ft,"2,125 ft",0
43,,klickitat loop trail 7a,,Packwood,,2 miles,-93 ft,653 ft,0
44,,cougar valley 951a,,Norse Peak Wilderness,,3 miles,"-1,007 ft",287 ft,0
45,,raven roost trail  951,,Norse Peak Wilderness,,4 miles,"-1,008 ft",855 ft,0
46,,crow lake way trail  953,,Norse Peak Wilderness,,7 miles,"-1,293 ft","2,474 ft",0
47,,sheepherder lake 953a,,Norse Peak Wilderness,,"1,631 ft",-25 ft,,0
48,,union creek trail  west   956,,Norse Peak Wilderness,,5 miles,-256 ft,"2,357 ft",0
49,,basin trail  987,,Norse Peak Wilderness,,2 miles,-383 ft,835 ft,0
50,,louisiana saddle 945a,,Norse Peak Wilderness,,3 miles,-232 ft,"1,219 ft",0
51,,echo lake trail  1176,,Norse Peak Wilderness,,8 miles,"-2,829 ft",186 ft,0
52,,hidden lake trail  1165,,Norse Peak Wilderness,,2 miles,-17 ft,"1,859 ft",0
53,,fifes ridge  954,,Norse Peak Wilderness,,5 miles,-288 ft,"3,307 ft",0
54,,south fork tieton trail  1120,,Goat Rock Wilderness,,4 miles,-167 ft,426 ft,0
55,,fire creek trail  closed ,,Pasayten Wilderness Area,,4 miles,-19 ft,"1,723 ft",0
56,,coleman ridge trail  closed ,,Pasayten Wilderness Area,,11 miles,"-2,120 ft","4,284 ft",0
57,,little andrews creek trail  closed ,,Pasayten Wilderness Area,,3 miles,-591 ft,"1,397 ft",0
58,,chewuch trail  510,,Pasayten Wilderness Area,,18 miles,-381 ft,"3,983 ft",0
59,,trail of two forests,,Mt. St. Helens National Volcanic Monument,,"2,260 ft",-38 ft,38 ft,0
60,,trail of two forests,,Mt. St. Helens National Volcanic Monument,,463 ft,,,0
61,,trail of two forests,,Mt. St. Helens National Volcanic Monument,,472 ft,,9 ft,0
62,,trail of two forests,,Mt. St. Helens National Volcanic Monument,,308 ft,-7 ft,,0
63,,big crow basin  953,,Norse Peak Wilderness,,5 miles,-4 ft,"1,799 ft",0
64,,red mountain trail,,Kachess Ridge,,2 miles,"-1,055 ft",471 ft,0
65,,little bridge trail  403,,Lake Chelan Sawtooth Wilderness,,6 miles,"-3,533 ft",597 ft,0
66,,slate lake trail  414,,Lake Chelan Sawtooth Wilderness,,5 miles,-206 ft,"3,804 ft",0
67,,bumping lake  971,,Okanogan-Wenatchee National Forest,,4 miles,-109 ft,218 ft,0
68,,bumping lake trail  wilderness boundary pct   971,,William O. Douglas Wilderness,,6 miles,-75 ft,563 ft,0
69,,fish lake way 971a,,William O. Douglas Wilderness,,2 miles,-297 ft,83 ft,0
70,,oval lakes 410b,,Lake Chelan Sawtooth Wilderness,,2 miles,"-1,051 ft",216 ft,0
71,,eagle creek  410,,Lake Chelan Sawtooth Wilderness,,8 miles,-744 ft,"4,238 ft",0
72,,war creek ridge  439,,Lake Chelan Sawtooth Wilderness,,4 miles,"-2,341 ft","2,619 ft",0
73,,toni basin trail 408b,,Lake Chelan Sawtooth Wilderness,,4 miles,"-2,424 ft",911 ft,0
74,,reynolds creek  402,,Lake Chelan Sawtooth Wilderness,,6 miles,-65 ft,"3,782 ft",0
75,,south creek trail  401,,Lake Chelan Sawtooth Wilderness,,7 miles,,"3,092 ft",0
76,,mcalester lake trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,5 miles,"-2,378 ft",16 ft,0
77,,twisp pass trail  432,,North Cascades National Park,,4 miles,,"2,269 ft",0
78,,north creek trail  413,,Lake Chelan Sawtooth Wilderness,,5 miles,-72 ft,"2,240 ft",0
79,,copper pass  426,,Lake Chelan Sawtooth Wilderness,,3 miles,-54 ft,"2,274 ft",0
80,,crescent mine  422,,Lake Chelan Sawtooth Wilderness,,1 mile,-10 ft,995 ft,0
81,,early winters trail  klipchuk campground   522,,Winthrop,,4 miles,-4 ft,474 ft,0
82,,early winters trail  lone fir campground   522,,Winthrop,,5 miles,"-1,232 ft",3 ft,0
83,,imus creek interpretive trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,"2,073 ft",-181 ft,9 ft,0
84,,buckner orchard,,Lake Chelan National Rec. Area (North Cascades N.P.),,"2,464 ft",-52 ft,,0
85,,south fork wolf creek  527 1,,Lake Chelan Sawtooth Wilderness,,1 mile,-39 ft,656 ft,0
86,,fish creek  1248,,Lake Chelan Sawtooth Wilderness,,5 miles,-18 ft,"3,016 ft",0
87,,crystal lake  517,,Conconully,,9 miles,"-4,777 ft",417 ft,0
88,,miner s ridge trail  785,,Glacier Peak Wilderness,,9 miles,"-3,618 ft","1,012 ft",0
89,,imagine lake campsite access,,Glacier Peak Wilderness,,692 ft,-17 ft,,0
90,,imagine lake loop,,Glacier Peak Wilderness,,"4,131 ft",-100 ft,18 ft,0
91,,miner s cabin trail  795,,Glacier Peak Wilderness,,2 miles,-864 ft,25 ft,0
92,,phelps basin trail,,Glacier Peak Wilderness,,2 miles,-32 ft,"2,727 ft",0
93,,flower dome trail,,Glacier Peak Wilderness,,"3,432 ft",-13 ft,478 ft,0
94,,lyman falls trail,,Glacier Peak Wilderness,,,,,0
95,,boulder barrier free 962a,,Little Bald Mountain,,"2,549 ft",-25 ft,22 ft,0
96,,ingalls creek trail  1215,,Alpine Lakes Wilderness,,14 miles,"-4,641 ft",190 ft,0
97,,skookum basin trail  1393 2,,Salmon La Sac,,2 miles,"-1,286 ft",27 ft,0
98,,icicle creek trail,,Mt. Baker-Snoqualmie National Forest,,1 mile,-62 ft,610 ft,0
99,,suiattle river trail  784,,Glacier Peak Wilderness,,6 miles,"-1,176 ft",288 ft,0
0,,canyon lake trail  797,,Glacier Peak Wilderness,,6 miles,"-1,625 ft","2,272 ft",0
1,,miners ridge lookout  785 3,,Glacier Peak Wilderness,,"1,512 ft",-132 ft,109 ft,0
2,,upper suiattle river trail  798,,Glacier Peak Wilderness,,2 miles,-312 ft,12 ft,0
3,,triad creek trail  792,,Glacier Peak Wilderness,,4 miles,"-2,527 ft",554 ft,0
4,,sulphur creek trail  793,,Glacier Peak Wilderness,,2 miles,-600 ft,31 ft,0
5,,sulphur mountain trail  794,,Glacier Peak Wilderness,,7 miles,-63 ft,"4,647 ft",0
6,,duncan hill trail  1434,,Glacier Peak Wilderness,,2 miles,"-1,956 ft",,0
7,,entiat river trail  1400,,Glacier Peak Wilderness,,10 miles,"-1,942 ft",240 ft,0
8,,bailey range way trail,,Olympic National Park,,2 miles,"-1,543 ft",29 ft,0
9,,southern bailey range way trail,,Olympic National Park,,5 miles,"-1,982 ft","1,051 ft",0
10,,mine road trail,,Mt. Baker-Snoqualmie National Forest,,2 miles,-13 ft,499 ft,0
11,,traillower railroad creek wilderness trail  1240,,Glacier Peak Wilderness,,8 miles,-779 ft,"1,761 ft",0
12,,copper creek trail  1240 2,,Glacier Peak Wilderness,,2 miles,,"2,346 ft",0
13,,rock creek trail  1509,,Glacier Peak Wilderness,,6 miles,-32 ft,"2,957 ft",0
