,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
93,,greenhaven-greenway,,Greensboro,,"3,337 ft",-17 ft,10 ft,5
94,,waterfall-bend-trail,,Tryon International Equestrian Center,,"3,196 ft",-131 ft,55 ft,5
95,,ramsey-bend-connector,,Murphy,,"2,543 ft",-63 ft,75 ft,5
96,,hamilton-lakes-spur,,Greensboro,,276 ft,-11 ft,,5
97,,robbins-park,,Huntersville,,161 ft,-6 ft,,5
98,,turkey-run-trail,,Rough Creek Watershed Trail System,,1 mile,-72 ft,181 ft,5
99,,hamilton-lakes-spur,,Greensboro,,256 ft,,,5
0,,hamilton-lakes-spur,,Greensboro,,276 ft,-11 ft,,5
1,,robbins-park,,Huntersville,,161 ft,-6 ft,,5
2,,chasteen-creek-trail--bmt-,,Great Smoky Mountains National Park - East NC,,4 miles,,"2,444 ft",5
3,,cypress-loop,,Murphy,,"4,081 ft",-17 ft,10 ft,5
4,,trail,,The Park at Flat Rock,,98 ft,,,5
5,,connector,,"Glenn C. Hilton, Jr. Memorial Park",,865 ft,-18 ft,41 ft,5
6,,briar-chapel-paved,,Briar Chapel,,1 mile,-34 ft,75 ft,5
7,,cherry-cove-trail---lower,,Rough Creek Watershed Trail System,,"4,705 ft",-360 ft,,5
8,,harrisburg-extension,,Harrisburg Half,,1 mile,-182 ft,199 ft,5
9,,forest-service-road-5011b1,,Beaverdam,,"2,162 ft",-294 ft,,5
10,,phillips-branch-trail--252,,Harper Creek Wilderness Study Area,,1 mile,,590 ft,5
11,,white-oak-pond-loop,,Tryon International Equestrian Center,,1 mile,-37 ft,35 ft,5
12,,trinity-creek-trail,,New Hill,,"1,913 ft",-56 ft,7 ft,5
13,,honey-crane-trail--faith-road,,Salisbury,,"3,009 ft",-39 ft,36 ft,5
14,,fisher-park-trail,,Greensboro,,446 ft,-9 ft,,5
15,,trail,,The Park at Flat Rock,,115 ft,,,5
16,,trail,,The Park at Flat Rock,,138 ft,,,5
17,,sauratown-trail---section-4,,Danbury,,"2,930 ft",-21 ft,129 ft,5
18,,sauratown-trail---section-9,,Pilot Mountain,,1 mile,-24 ft,394 ft,5
19,,trail,,The Park at Flat Rock,,141 ft,,,5
20,,fisher-park-trail,,Greensboro,,440 ft,-6 ft,,5
21,,fisher-park-trail,,Greensboro,,"1,286 ft",-3 ft,12 ft,5
22,,big-bear-chute,,Tryon International Equestrian Center,,459 ft,-52 ft,,5
23,,white-oak-farm-crossing,,Tryon International Equestrian Center,,"3,455 ft",-130 ft,18 ft,5
24,,reeb-lower,,REEB Ranch,,"4,919 ft",-59 ft,72 ft,5
25,,trail,,The Park at Flat Rock,,102 ft,,,5
26,,yadkin-islands-trail,,Pilot Mountain State Park Yadkin River Section,,"1,211 ft",-26 ft,,5
27,,mcalpine-creek,,James Boyce Park,,66 ft,,,5
28,,stormie-normie--1,,Mountain Creek Park,,1 mile,-119 ft,66 ft,5
29,,womble-interpretive-history,,Harris Lake County Park,,686 ft,-6 ft,9 ft,5
30,,trail,,The Park at Flat Rock,,269 ft,,3 ft,5
31,,fisher-park-trail,,Greensboro,,"1,129 ft",-2 ft,17 ft,5
32,,caney-bottom-trail---upper--361,,Pisgah Ranger District,,1 mile,-354 ft,51 ft,5
33,,sand-dollar-trail-entrance,,Holden Beach,,95 ft,,,5
34,,dry-gully-trail,,Tryon International Equestrian Center,,"1,247 ft",-2 ft,90 ft,5
35,,summey-cove-trail--129,,Pisgah Ranger District,,2 miles,-420 ft,579 ft,5
36,,rockpile-loop,,Littleton,,1 mile,-81 ft,81 ft,5
37,,southeast-greenway,,Greensboro,,1 mile,,94 ft,5
38,,right-loop-connector-1,,Tsali Recreation Area,,"1,404 ft",,135 ft,5
39,,trail,,The Park at Flat Rock,,177 ft,,,5
40,,trail,,The Park at Flat Rock,,469 ft,-3 ft,3 ft,5
41,,boone-greenway--ball-fields-,,Boone,,"1,317 ft",-13 ft,2 ft,5
42,,fisher-park-trail,,Greensboro,,715 ft,-14 ft,3 ft,5
43,,laurel-mountain-connector,,Pisgah Ranger District,,"4,432 ft",-275 ft,540 ft,5
44,,reeb-xc--fee-area-,,REEB Ranch,,"4,144 ft",-269 ft,87 ft,5
45,,raspberry-ridge,,Morganton,,3 miles,"-1,142 ft",50 ft,5
46,,wesley-branch-trail,,Bent Creek Experimental Forest,,"2,060 ft",-7 ft,139 ft,5
47,,trail,,The Park at Flat Rock,,394 ft,,,5
48,,trail,,The Park at Flat Rock,,"1,368 ft",,3 ft,5
49,,denver-trail,,Denver XC Trail,,2 miles,-214 ft,213 ft,5
50,,big-east-fork-trail--357,,Shining Rock Wilderness,,3 miles,-148 ft,713 ft,5
51,,piedmont-trail--hiking-only-,,Greensboro,,3 miles,-17 ft,30 ft,5
52,,graggy-garden-loop,,Craggy Gardens,,735 ft,-23 ft,29 ft,5
53,,craggy-garden-spur,,Craggy Gardens,,410 ft,,14 ft,5
54,,denver-trail,,Denver XC Trail,,"2,285 ft",-42 ft,41 ft,5
55,,access-trail,,Pee Wee's Mountain Bike Park,,312 ft,-7 ft,,5
56,,trail,,The Park at Flat Rock,,541 ft,,5 ft,5
57,,softball-field-loop,,Renaissance Park,,1 mile,-160 ft,146 ft,5
58,,henderson-pond-loop,,Henderson Pond,,207 ft,,,5
59,,rb-shortcut,,Rocky Branch Park,,144 ft,,,5
60,,rb-shortcut,,Rocky Branch Park,,292 ft,,12 ft,5
61,,spool,,U.S. National Whitewater Center,,"2,791 ft",-35 ft,56 ft,5
62,,needle,,U.S. National Whitewater Center,,"2,034 ft",-73 ft,48 ft,5
63,,take-a-break,,Colonel Francis J. Beatty Community Park,,"1,434 ft",,5 ft,5
64,,rascob-50,,San-Lee Park,,48 miles,"-1,323 ft","1,351 ft",10
65,,asheville-loop,,Wendell Falls,,"1,919 ft",-23 ft,20 ft,10
66,,future-ecusta-trail,,Hendersonville,,11 miles,-274 ft,251 ft,10
67,,falls-loop,,Wendell Falls,,3 miles,-147 ft,138 ft,10
68,,a-t--side-trails--kimsey-creek-trail-side-trail,,Appalachian Trail Corridor (NC),,4 miles,-104 ft,"1,021 ft",10
69,,catullo-run-to-pokeberry-creek-hiking-trail,,Briar Chapel,,"2,556 ft",-94 ft,39 ft,10
70,,governors-creek-gravel-41-miler,,San-Lee Park,,2 miles,-88 ft,,10
71,,jerdon-moutain,,Old Fort,,1 mile,-15 ft,285 ft,10
72,,richland-creek,,William B. Umstead State Park,,"3,996 ft",-50 ft,48 ft,10
73,,upper-booker-trail,,Chapel Hill,,"1,198 ft",-17 ft,12 ft,10
74,,chamberlain-s-loop,,Emerald Outback,,"3,319 ft",-163 ft,76 ft,10
75,,merritt-s-field-loop,,Chapel Hill,,"4,022 ft",-85 ft,81 ft,10
76,,iron-lung,,Mountain Creek Park,,"2,457 ft",,52 ft,10
77,,nature-observation-trail-a,,Carolina North Forest,,"4,633 ft",-57 ft,4 ft,10
78,,wfr--dam-,,Wake Forest Reservoir,,"1,065 ft",,20 ft,10
79,,boone-greenway,,Boone,,1 mile,-30 ft,14 ft,10
80,,south-fork-trail,,Gastonia,,2 miles,-30 ft,20 ft,10
81,,take-a-break,,Colonel Francis J. Beatty Community Park,,"2,070 ft",-9 ft,4 ft,10
82,,academy-loop,,U.S. National Whitewater Center,,3 miles,-298 ft,298 ft,10
83,,falls-loop-trail,,Wendell Falls,,"1,024 ft",-24 ft,10 ft,15
84,,big-berm-trail,,Wendell Falls,,617 ft,-13 ft,6 ft,15
85,,whistle-pig-return,,Beech Mountain Bike Park,,"2,897 ft",,423 ft,15
86,,access-trail--1,,San-Lee Park,,85 ft,,,15
87,,irvin-crown-jewel,,James Boyce Park,,"1,165 ft",,,15
88,,graveyard-ridge--356,,Pisgah Ranger District,,2 miles,,299 ft,15
89,,to-the-falls-trail,,Wendell Falls,,292 ft,,,15
90,,upper-falls-trail,,South Mountain State Park,,3 miles,-161 ft,756 ft,15
91,,grassy-mountain-trail,,Dupont State Recreational Forest,,"1,526 ft",-73 ft,,15
92,,oconaluftee-river-trail,,Fire Mountain Trails,,2 miles,-50 ft,,15
93,,jbp-downhill,,James Boyce Park,,"2,054 ft",-49 ft,,15
94,,campus-to-garden-trail,,Carolina OEC,,"2,628 ft",-56 ft,,15
95,,hogan-lake-path,,Chapel Hill,,2 miles,-9 ft,60 ft,15
96,,mcalpine-creek,,James Boyce Park,,"1,509 ft",-31 ft,39 ft,15
97,,long-ridge,,Green River Game Lands,,2 miles,-105 ft,317 ft,15
98,,transfer-station--army-truck-connector,,Rocky Knob Park,,144 ft,,18 ft,15
99,,tanglewood-multiuse-spur,,Tanglewood Park,,1 mile,-78 ft,110 ft,15
0,,gem-mine,,Boone Fork Area,,3 miles,"-1,497 ft",921 ft,15
1,,sherrills-pass--3,,Mountain Creek Park,,1 mile,-95 ft,57 ft,15
2,,mcalpine-creek-greenway,,Matthews,,3 miles,-3 ft,18 ft,15
3,,table-rock-trail,,Dupont State Recreational Forest,,"4,623 ft",-150 ft,52 ft,15
4,,field-trip,,U.S. National Whitewater Center,,2 miles,-136 ft,115 ft,15
5,,hognose-trail,,Moore's Springs Trails,,"4,580 ft",-106 ft,84 ft,15
6,,sug-park---up-soul-crusher,,Bass Lake / Sugg Park,,995 ft,-2 ft,110 ft,15
7,,pond-loop,,Finch Park,,"1,588 ft",-5 ft,,15
8,,jetton-park-trail-access,,Jetton Park,,292 ft,-2 ft,,15
9,,carolina-thread-trail,,Mountain Island Park,,2 miles,-26 ft,30 ft,15
10,,connector,,Renaissance Park,,387 ft,,9 ft,15
11,,boone-greenway,,Boone,,2 miles,-121 ft,95 ft,15
12,,morgan-creek-trail,,Chapel Hill,,"4,426 ft",-2 ft,9 ft,15
13,,foundation,,Poston Park,,"5,121 ft",-111 ft,94 ft,15
14,,sandy-trail,,Dupont State Recreational Forest,,"2,730 ft",-38 ft,22 ft,15
15,,auger-hole-trail,,Gorges State Park,,6 miles,-854 ft,"1,069 ft",20
16,,beady,,Havelock,,"4,634 ft",-62 ft,62 ft,20
17,,lower-ccc-trail,,South Mountain State Park,,2 miles,-145 ft,414 ft,20
18,,back-of-lots-trail,,Wendell Falls,,"1,946 ft",-8 ft,6 ft,20
19,,torc-b-trail,,Wendell Falls,,"1,145 ft",-25 ft,,20
20,,fox-squirrel-loop,,Carvers Creek State Park,,1 mile,-74 ft,64 ft,20
21,,school-trail,,Wendell Falls,,"2,113 ft",,26 ft,20
22,,falls-loop-access,,Wendell Falls,,535 ft,-3 ft,,20
23,,rostan-trail,,Camp Grier,,"5,046 ft",-118 ft,145 ft,20
24,,rock-monster,,San-Lee Park,,184 ft,-11 ft,,20
25,,thorps-creek--279,,Wilson Creek,,2 miles,-2 ft,721 ft,20
26,,providence-ridge-connector,,Colonel Francis J. Beatty Community Park,,121 ft,,,20
27,,mcalpine-creek,,James Boyce Park,,203 ft,,,20
28,,benn-knob-trail,,South Mountain State Park,,3 miles,-408 ft,335 ft,20
29,,buzzard-rock,,Bear Creek Trail System,,"2,051 ft",,92 ft,20
30,,ruffed-grouse-connector,,Dupont State Recreational Forest,,102 ft,,,20
31,,eagle-point-nature-preserve,,Eagle Point Nature Preserve,,3 miles,-142 ft,141 ft,20
32,,stewart-creek-greenway,,Southwest District Park,,"3,497 ft",-7 ft,11 ft,20
33,,riverside,,Pisgah Ranger District,,3 miles,-304 ft,261 ft,20
34,,basic-shrimp-roll,,Rocky Knob Park,,295 ft,-28 ft,,20
35,,wagon-road-gap-trail--134,,Pisgah Ranger District,,"3,619 ft",,456 ft,20
36,,bear-creek-trail,,Bear Creek Trail System,,2 miles,-169 ft,232 ft,20
37,,irvin-crown-jewel,,James Boyce Park,,"1,427 ft",-50 ft,49 ft,20
38,,turkey-gut,,Green River Game Lands,,1 mile,-434 ft,,20
39,,dark-mtn--fish-dam-creek,,W. Kerr Scott Reservoir,,1 mile,-168 ft,299 ft,20
40,,bradley-creek-trail--351,,Pisgah Ranger District,,5 miles,-468 ft,763 ft,20
41,,horizons-park-loop,,Horizons Park,,3 miles,-232 ft,272 ft,20
42,,al-buehler-trail,,Durham,,3 miles,-376 ft,377 ft,20
43,,mcalpine-creek-greenway,,Charlotte,,4 miles,-49 ft,44 ft,20
44,,plantation-trail,,Dupont State Recreational Forest,,"5,098 ft",-113 ft,137 ft,20
45,,tomtastic--10,,Mountain Creek Park,,850 ft,-10 ft,16 ft,20
46,,grassy-meadow-trail,,Dupont State Recreational Forest,,"4,283 ft",-65 ft,230 ft,20
47,,briery-fork-trail,,Dupont State Recreational Forest,,1 mile,-242 ft,147 ft,20
48,,old-boozy--15,,Mountain Creek Park,,1 mile,-60 ft,124 ft,20
49,,corn-dog,,U.S. National Whitewater Center,,1 mile,-112 ft,111 ft,20
50,,chili-dog,,U.S. National Whitewater Center,,"2,746 ft",-73 ft,79 ft,20
51,,fan-branch-trail,,Chapel Hill,,2 miles,-134 ft,5 ft,20
52,,boone-greenway,,Boone,,"4,868 ft",-91 ft,36 ft,20
53,,deerfield-loop--335,,Bent Creek Experimental Forest,,"4,288 ft",-68 ft,208 ft,20
54,,rb-shortcut,,Rocky Branch Park,,171 ft,,,20
55,,triple-falls-trail,,Dupont State Recreational Forest,,"2,274 ft",-172 ft,,20
56,,deerfield-connector-335a,,Bent Creek Experimental Forest,,"1,083 ft",-121 ft,,20
57,,access-trail,,Marion Diehl Park,,190 ft,,8 ft,20
58,,firetower-loop,,Pittsboro,,1 mile,-139 ft,130 ft,25
59,,all-american-trail,,Fort Bragg,,21 miles,"-1,122 ft","1,263 ft",25
60,,running-cedar-trail,,Bear Creek Trail System,,"1,903 ft",,73 ft,25
61,,wakefield-trail,,Wake Forest,,1 mile,-168 ft,39 ft,25
62,,long-leaf-pine-south,,Carvers Creek State Park,,2 miles,-153 ft,68 ft,25
63,,raven-rock-trail,,South Mountain State Park,,3 miles,-613 ft,168 ft,25
64,,lily-loop-connector,,Williamson Preserve,,230 ft,-5 ft,,25
65,,forest-creek-greenway,,Southern Pines,,3 miles,-209 ft,94 ft,25
66,,horse-shoe,,Wendell Falls,,"4,573 ft",-44 ft,30 ft,25
67,,middle-wilson-ridge,,Wilson Creek,,5 miles,"-1,326 ft","1,528 ft",25
68,,yellow-trail----double-h-trail,,Boone Fork Area,,2 miles,-904 ft,246 ft,25
69,,flat-laurel-creek-trail--346,,Shining Rock Wilderness,,4 miles,-828 ft,56 ft,25
70,,south-mills-river--133,,Pisgah Ranger District,,14 miles,-608 ft,"1,117 ft",25
71,,high-point-greenway,,High Point,,5 miles,-160 ft,122 ft,25
72,,flint-ridge-west-loop,,Nantahala Outdoor Center,,2 miles,-363 ft,102 ft,25
73,,salem-lake-central,,Winston-Salem,,3 miles,-277 ft,287 ft,25
74,,sally-meyerhoff-trail,,Durham,,"2,996 ft",-65 ft,65 ft,25
75,,henderson-pond-loop,,Henderson Pond,,4 miles,-199 ft,200 ft,25
76,,mine-creek-trail,,William B. Umstead State Park,,"4,835 ft",-7 ft,71 ft,25
77,,connector,,Medoc Mountain State Park,,186 ft,-9 ft,12 ft,25
78,,house-creek-greenway,,William B. Umstead State Park,,3 miles,-292 ft,59 ft,25
79,,ladderback--16,,Mountain Creek Park,,"2,969 ft",-32 ft,23 ft,25
80,,jones-creek-greenway,,Chapel Hill,,1 mile,-56 ft,38 ft,25
81,,crabtree-valley-trail,,William B. Umstead State Park,,"3,556 ft",-3 ft,,25
82,,flat-rock-trail,,Dupont State Recreational Forest,,"2,444 ft",-130 ft,,25
83,,honeycutt-creek-greenway,,William B. Umstead State Park,,3 miles,-259 ft,167 ft,25
84,,sugg-park---down-heartbreak,,Bass Lake / Sugg Park,,832 ft,-98 ft,,25
85,,investor-gap-lower--101,,Pisgah Ranger District,,2 miles,-167 ft,52 ft,25
86,,black-racer-trail,,Moore's Springs Trails,,"3,983 ft",-77 ft,92 ft,25
87,,korstian-division-of-duke-forest,,Duke Forest Korstian Division,,4 miles,-330 ft,332 ft,25
88,,jetton-park-trail-loop,,Jetton Park,,"4,703 ft",-90 ft,89 ft,25
89,,allison-farms-connector,,Davidson,,187 ft,,6 ft,25
90,,high-point-trail,,Jackrabbit Mountain Bike Trails,,"4,903 ft",-216 ft,185 ft,25
91,,trace-ridge-trail--upper---354,,North Mills River,,"1,755 ft",-236 ft,,25
92,,boone-greenway-5,,Boone,,"1,662 ft",-4 ft,12 ft,25
93,,tennis-court-loop,,Renaissance Park,,3 miles,-396 ft,396 ft,25
94,,owl-ridge-trail,,Bent Creek Experimental Forest,,"4,879 ft",-215 ft,78 ft,25
95,,unknown-trail,,Renaissance Park,,"2,052 ft",-23 ft,70 ft,25
96,,high-falls-lower-access,,Dupont State Recreational Forest,,942 ft,,30 ft,25
97,,kids-loop,,Poston Park,,922 ft,-5 ft,6 ft,25
98,,pine-tree-loop--336,,Bent Creek Experimental Forest,,2 miles,-198 ft,244 ft,25
99,,homestead-trail--333,,Bent Creek Experimental Forest,,364 ft,-2 ft,,25
0,,lsc-byt-connector,,Marion Diehl Park,,114 ft,,12 ft,25
1,,east-main--south-ext-,,U.S. National Whitewater Center,,1 mile,-168 ft,140 ft,25
2,,panthertown-valley-trail--474,,Panthertown Valley,,3 miles,-538 ft,289 ft,30
3,,briar-bottom--1006,,Mount Mitchell State Park,,"3,130 ft",-16 ft,54 ft,30
4,,fire-tower-trail,,Old Fort,,"3,140 ft",-524 ft,26 ft,30
5,,bond-lake-trail,,Cary,,1 mile,-23 ft,29 ft,30
6,,upper-falls-trail,,South Mountain State Park,,1 mile,-469 ft,91 ft,30
7,,bear-creek-trail--buzzard-rock-lower-around-,,Bear Creek Trail System,,640 ft,,12 ft,30
8,,first-loop,,Big Leaf Slopes Park,,"3,907 ft",-111 ft,111 ft,30
9,,mingo-creek,,Raleigh,,3 miles,-19 ft,101 ft,30
10,,pond-trail,,James Boyce Park,,"1,693 ft",-3 ft,,30
11,,seniard-ridge-road-fsr5045,,Pisgah Ranger District,,"1,772 ft",-11 ft,35 ft,30
12,,mcalpine-creek,,James Boyce Park,,318 ft,,,30
13,,cemetery-loop-341-fs475d,,Pisgah Ranger District,,1 mile,-143 ft,42 ft,30
14,,neuse-river-trail,,Raleigh,,28 miles,-338 ft,393 ft,30
15,,vineyard-gap,,Pisgah Ranger District,,2 miles,-955 ft,581 ft,30
16,,carolina-north-greenway,,Chapel Hill,,"3,494 ft",-8 ft,63 ft,30
17,,pilot-cove---slate-rock,,Pisgah Ranger District,,4 miles,"-1,261 ft",947 ft,30
18,,william-h--king-memorial-park-loop,,Hendersonville,,"2,178 ft",-5 ft,6 ft,30
19,,wesley-heights-greenway,,Southwest District Park,,1 mile,-24 ft,71 ft,30
20,,frying-pan-tower-trail,,Shining Rock Wilderness,,"4,039 ft",,366 ft,30
21,,hogan-lake,,Chapel Hill,,"4,879 ft",-27 ft,47 ft,30
22,,southside,,Chapel Hill,,2 miles,-577 ft,561 ft,30
23,,tanglewood-multiuse,,Tanglewood Park,,2 miles,-144 ft,137 ft,30
24,,access-trail,,Horizons Park,,"1,234 ft",-69 ft,,30
25,,ub40,,Chapel Hill,,2 miles,-235 ft,241 ft,30
26,,twin-oaks-trail,,Dupont State Recreational Forest,,"4,485 ft",-152 ft,90 ft,30
27,,kids--loop,,Brumley Nature Preserve,,"2,044 ft",-12 ft,16 ft,30
28,,stone-mountain-trail,,Dupont State Recreational Forest,,"5,056 ft",-3 ft,627 ft,30
29,,sneaking-creek-alt-route,,Jackrabbit Mountain Bike Trails,,"2,537 ft",-39 ft,111 ft,30
30,,intermediate-loop,,Finch Park,,2 miles,-80 ft,81 ft,30
31,,outer-loop,,Mountain Island Park,,"3,743 ft",-84 ft,93 ft,30
32,,fallstown-loop,,Lake Norman State Park,,"5,051 ft",-97 ft,96 ft,30
33,,short-track-connection,,Renaissance Park,,"4,658 ft",-98 ft,98 ft,30
34,,parking-access,,Rocky Branch Park,,427 ft,-3 ft,,30
35,,parkway-loop,,U.S. National Whitewater Center,,3 miles,-310 ft,251 ft,30
36,,wilkie-trail,,Dupont State Recreational Forest,,4 miles,-555 ft,353 ft,30
37,,east-main,,U.S. National Whitewater Center,,3 miles,-381 ft,385 ft,30
38,,harnett-county-agriculture-center-river-trail,,Lillington,,"3,327 ft",-6 ft,16 ft,35
39,,jonesville-greenway,,Jonesville,,2 miles,-31 ft,51 ft,35
40,,summer-rest,,Wilmington,,"4,242 ft",-18 ft,23 ft,35
41,,river-park-north,,River Park North,,3 miles,-16 ft,3 ft,35
42,,flanners-beach--loop-a-,,Havelock,,905 ft,-6 ft,1 ft,35
43,,sailfish-trail,,Holden Beach,,"2,532 ft",-6 ft,6 ft,35
44,,turkey-oak-loop,,Smith Lake,,2 miles,-76 ft,74 ft,35
45,,woods-park-loop-1,,Henderson Pond,,"3,832 ft",-31 ft,29 ft,35
46,,connector,,Harrisburg Half,,"1,107 ft",-2 ft,19 ft,35
47,,west-ellerbe-creek,,West Point on the Eno,,4 miles,-123 ft,104 ft,35
48,,h-q--trail,,South Mountain State Park,,2 miles,-58 ft,819 ft,35
49,,little-andy-creek-trail,,Big Ivy (Coleman Boundary),,"3,251 ft",-470 ft,10 ft,35
50,,depot-trail,,Bear Creek Trail System,,"1,391 ft",-37 ft,8 ft,35
51,,north-mills-river-trail--353,,North Mills River,,2 miles,-139 ft,,35
52,,sullivan-park-connector,,Hendersonville,,912 ft,,3 ft,35
53,,new-east-loop-connector,,RTP Mountain Bike Trails,,180 ft,,,35
54,,winston-salem-strollway,,Winston-Salem,,1 mile,-137 ft,4 ft,35
55,,tributary-connector,,Charlotte,,56 ft,,,35
56,,marshall-memorial-park-trail,,Raleigh,,"1,299 ft",-31 ft,24 ft,35
57,,irvin-creek---entrance---creek-loop,,James Boyce Park,,"1,722 ft",,13 ft,35
58,,sugg-park---up-barn-trail,,Bass Lake / Sugg Park,,"1,936 ft",-90 ft,,35
59,,pokeberry-creek,,Briar Chapel,,"1,808 ft",-11 ft,3 ft,35
60,,crabtree-creek-trail,,William B. Umstead State Park,,1 mile,-9 ft,10 ft,35
61,,rockness-loop,,San-Lee Park,,"2,871 ft",-87 ft,92 ft,35
62,,squirrel-gap--147,,Pisgah Ranger District,,7 miles,"-1,327 ft",978 ft,35
63,,bike-pedestrian-path,,North Carolina Botanical Garden,,"1,434 ft",,6 ft,35
64,,slate-rock-connector,,Pisgah Ranger District,,"2,659 ft",-491 ft,,35
65,,sludgecap,,Triangle,,"3,438 ft",-26 ft,92 ft,35
66,,horse-cove-gap--lower-,,Pisgah Ranger District,,1 mile,-651 ft,6 ft,35
67,,unknown,,Pisgah Ranger District,,"4,883 ft",-181 ft,142 ft,35
68,,charlotte-rail-trail,,Southwest District Park,,2 miles,-14 ft,9 ft,35
69,,white-loop---beginner,,Little River Park,,1 mile,-28 ft,33 ft,35
70,,rich-fork-preserve-cut-thru,,Rich Fork Preserve,,376 ft,,9 ft,35
71,,lake-view-loop,,Dupont State Recreational Forest,,"1,152 ft",-36 ft,36 ft,35
72,,shelley-lake-trail,,William B. Umstead State Park,,1 mile,-9 ft,24 ft,35
73,,bridal-overlook-trail,,Dupont State Recreational Forest,,"2,464 ft",,176 ft,35
74,,skull-camp-ridge,,Gastonia,,1 mile,-152 ft,162 ft,35
75,,high-falls-loop,,Dupont State Recreational Forest,,1 mile,-157 ft,162 ft,35
76,,bc-access,,Briar Chapel,,118 ft,,,35
77,,waya-trail,,Fire Mountain Trails,,"2,831 ft",-196 ft,82 ft,35
78,,rocky-branch,,Rocky Branch Park,,"2,428 ft",-36 ft,49 ft,35
79,,chestnut-cove,,Bent Creek Experimental Forest,,"1,240 ft",-131 ft,3 ft,35
80,,byt-cutoff,,Marion Diehl Park,,164 ft,,4 ft,35
81,,prairie-dog,,U.S. National Whitewater Center,,1 mile,-108 ft,120 ft,35
82,,south-main,,U.S. National Whitewater Center,,2 miles,-102 ft,154 ft,35
83,,woods-mountain-access---single-track-fs972,,Woods Mountain,,1 mile,-338 ft,40 ft,40
84,,ramsey-bend-connector-a,,Murphy,,"2,178 ft",-3 ft,154 ft,40
85,,hamilton-lakes-spur,,Greensboro,,167 ft,,,40
86,,green-trail,,Riverbend Park,,3 miles,-431 ft,492 ft,40
87,,fontana-road-connector--bmt-,,Fontana Village Trails,,"1,198 ft",,59 ft,40
88,,powerline-road-trail--451,,Panthertown Valley,,6 miles,-535 ft,778 ft,40
89,,upper-corner-rock-creek-trail,,Big Ivy (Coleman Boundary),,1 mile,-672 ft,38 ft,40
90,,cape-fear-river-trail,,Cape Fear River Trail,,7 miles,-364 ft,225 ft,40
91,,raiders-camp,,Harper Creek Wilderness Study Area,,4 miles,"-1,779 ft",862 ft,40
92,,boulder-trail---advanced,,Rocky Branch Park,,341 ft,-5 ft,,40
93,,bicentennial-greenway--south-,,Greensboro,,9 miles,-383 ft,491 ft,40
94,,bad-fork,,Woods Mountain,,"2,217 ft",-313 ft,13 ft,40
95,,earthquake,,Wilkesboro,,"2,536 ft",-51 ft,59 ft,40
96,,jarrett-s-run,,Gateway Trail System,,"3,773 ft",-239 ft,16 ft,40
97,,lily-loop,,Williamson Preserve,,2 miles,-191 ft,189 ft,40
98,,greene-tract-forest-from-eubanks-animal-shelter-parking-lot,,Greene Tract Forest,,"2,418 ft",-50 ft,,40
99,,pond-trail,,James Boyce Park,,778 ft,,,40
0,,central-trail-hub,,Mountain Creek Park,,"2,080 ft",-16 ft,10 ft,40
1,,long-branch-trail,,Winston-Salem,,2 miles,-178 ft,47 ft,40
2,,access-trail--2-jungle-freefall-access,,San-Lee Park,,925 ft,-49 ft,,40
3,,middle-fork-trail--352,,North Mills River,,1 mile,-7 ft,217 ft,40
4,,oklawaha-greenway,,Hendersonville,,3 miles,-48 ft,66 ft,40
5,,cross-city-trail,,Halyburton Park,,1 mile,-11 ft,10 ft,40
6,,turkeypen-gap--322,,Pisgah Ranger District,,5 miles,"-1,868 ft",499 ft,40
7,,dark-mtn--green-meanie-downhill,,W. Kerr Scott Reservoir,,"4,064 ft",-238 ft,72 ft,40
8,,mine-creek-greenway,,William B. Umstead State Park,,3 miles,-80 ft,25 ft,40
9,,cottonwood-nature-trail,,Matthews,,1 mile,-8 ft,13 ft,40
10,,copperhead-connector,,Moore's Springs Trails,,1 mile,-219 ft,128 ft,40
11,,h-g--homestead-trail--east-section,,Greene Tract Forest,,"2,628 ft",-44 ft,19 ft,40
12,,e-f--homestead-trail--south-section,,Greene Tract Forest,,1 mile,-68 ft,82 ft,40
13,,i-j--inner-old-field-loop--aka-praying-mantis-,,Greene Tract Forest,,1 mile,-98 ft,92 ft,40
14,,four-mile-creek-greenway,,Ballantyne District Park,,2 miles,-40 ft,9 ft,40
15,,pilot-cove-loop,,Pisgah Ranger District,,2 miles,-951 ft,280 ft,40
16,,c-d-bolin-creek-headwaters-trail,,Greene Tract Forest,,1 mile,-84 ft,100 ft,40
17,,micajah-trail,,Dupont State Recreational Forest,,"2,136 ft",-40 ft,19 ft,40
18,,pink-beds-loop-trail,,Pisgah Ranger District,,3 miles,-272 ft,149 ft,40
19,,campground-connector-trail,,Jackrabbit Mountain Bike Trails,,"4,938 ft",-80 ft,50 ft,40
20,,connector,,Little River Park,,303 ft,-10 ft,3 ft,40
21,,east-fork-mine-creek-greenway,,William B. Umstead State Park,,"2,037 ft",-30 ft,,40
22,,buckhorn-gap-trail--lower---103,,Pisgah Ranger District,,3 miles,-755 ft,182 ft,40
23,,holly-rd-trail,,Dupont State Recreational Forest,,1 mile,-58 ft,130 ft,40
24,,bear-cat-loop,,Bear Creek Trail System,,1 mile,-119 ft,122 ft,40
25,,flatwoods-trail,,Dupont State Recreational Forest,,991 ft,-48 ft,,40
26,,dauphin-disco,,Rocky Knob Park,,"1,781 ft",-71 ft,12 ft,40
